Gene names;WT1 SN F;WT2 SN F;WT3 SN F;HET1 SN F;HET2 SN F;HET3 SN F;MUT1 SN F;MUT2 SN F;MUT3 SN F;WT1 SN M;WT2 SN M;WT3 SN M;HET1 SN M;HET2 SN M;HET3 SN M;MUT1 SN M;MUT2 SN M;MUT3 SN M; T-test Difference HET SN F vs WT SN F;-Log  T-test p-value HET SN F vs WT SN F; T-test q-value HET SN F vs WT SN F; T-test Difference MUT SN F vs WT SN F;-Log  T-test p-value MUT SN F vs WT SN F; T-test q-value MUT SN F vs WT SN F; T-test Difference HET SN M vs WT SN M;-Log  T-test p-value HET SN M vs WT SN M; T-test q-value HET SN M vs WT SN M; T-test Difference MUT SN M vs WT SN M;-Log  T-test p-value MUT SN M vs WT SN M; T-test q-value MUT SN M vs WT SN M; T-test significant;Peptides;Razor + unique peptides;Unique peptides;Sequence coverage [%];Unique + razor sequence coverage [%];Unique sequence coverage [%];Mol. weight [kDa];Q-value;Score;Intensity;MS/MS count;iBAQ;Protein IDs;Majority protein IDs;Protein names
Pdia4;2,910250664;2,747285843;2,878757954;2,85929966;2,690799713;2,862102985;2,843766689;2,598248959;2,821229458;2,819416046;2,779502392;2,750225544;2,764263153;2,997391701;2,940043926;2,964547157;2,802018166;2,809893608;-0,041364034;0,212626183;0,96470963;-0,091016452;0,417157667;0,76501756;0,117518266;0,7388504;0,803543124;0,07577165;0,599333873;0,962346601;;18;18;18;40,9;40,9;40,9;71,982;0;74,289;2900800000;29;82879000;"P08003;A0A0R4J0Z1";"P08003;A0A0R4J0Z1";Protein disulfide-isomerase A4
Rad23a;-1,75026226;-1,747175217;-2,161412716;-1,827536583;-1,914500237;-2,213016033;-1,844259739;-2,215260029;-1,954387188;-2,283628464;-2,204228878;-1,568579197;-2,272429466;-1,682019234;-1,439358234;-1,566126823;-2,102232933;-2,311807632;-0,09873422;0,212322453;0,955514388;-0,118352254;0,268852562;0,785888041;0,220876535;0,262808443;0,840430872;0,02542305;0,026902213;0,991631902;;3;3;3;17,9;17,9;17,9;39,706;0;15,841;146150000;5;10439000;"P54726;Q8CAP3;F6YL88;Q3TN85";"P54726;Q8CAP3";UV excision repair protein RAD23 homolog A
Asap1;-0,025683403;-0,019068718;-0,048166752;-0,219092369;0,158558846;-0,247499943;-0,058434963;-0,063971043;-0,041595936;-0,162069321;-0,102698803;0,296586514;-0,258849144;-0,241810799;-0,10140276;0,090876579;-0,053782463;-0,325818062;-0,071704865;0,21205607;0,956806667;-0,023694356;1,003001546;0,889195957;-0,211293697;0,623594731;0,755398942;-0,106847445;0,220581513;0,963092763;;12;12;12;13,2;13,2;13,2;123,53;0;19,003;624590000;13;10958000;"E9QMJ1;H3BL41;Q9QWY8;H3BJY2;E9QN63;H3BKD4;H3BKE6;E9QMI7;H3BJM7";"E9QMJ1;H3BL41;Q9QWY8;H3BJY2;E9QN63;H3BKD4;H3BKE6;E9QMI7";Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1
Ylpm1;-1,628009796;-2,012822151;0,008068562;-1,445186615;-0,565494537;-3,280086994;-1,758731365;-1,945124149;-2,168383121;-2,133982658;-1,570288181;-1,548779964;-1,78096199;-1,91343689;-1,378840923;-1,680644035;-1,463279724;-1,081501961;-0,552668254;0,211924231;0,925866362;-0,74649175;0,519789103;0,457938062;0,059937;0,084935007;0,947949885;0,342541695;0,589405519;0,997529412;;3;3;3;2,1;2,1;2,1;241,05;0;7,5316;35184000;3;404410;"D3YWX2;F6YTL8;Q9R0I7;E9Q803";"D3YWX2;F6YTL8;Q9R0I7;E9Q803";YLP motif-containing protein 1
Ehd4;-2,220383644;-1,193437576;-1,622525692;-1,971061707;-1,601616859;-1,993666172;-1,880648136;-1,25274992;-1,331473827;-1,976341248;-1,70014143;-2,016372204;-1,99309063;-1,591393471;-1,624042988;-1,856239319;-1,751281738;-1,902292252;-0,176665942;0,211614976;0,932436328;0,190491676;0,206069894;0,79047206;0,161442598;0,423376041;0,821023956;0,061013858;0,217897394;0,972352594;;3;2;2;6,7;5;5;61,48;0;5,1458;96348000;2;3211600;Q9EQP2;Q9EQP2;EH domain-containing protein 4
Acot11;-0,277376175;-0,240509033;-0,030665874;-0,153175354;0,10319519;-0,276668072;-0,181918621;-0,168566227;-0,66053915;-0,107386589;-0,339006901;-0,107776165;-0,306838989;-0,074052811;-0,104801655;-0,566551208;-0,243027687;-0,486557007;0,073967616;0,211335403;0,95282407;-0,154157639;0,358544377;0,713345924;0,0228254;0,07553529;0,960591061;-0,247322083;0,931107747;0,975822222;;7;7;7;17,3;17,3;17,3;67,354;0;13,703;341550000;9;10673000;"Q8VHQ9;A2AVR6;F6SS52;E0CYS0;E0CYA0;E0CXP8";"Q8VHQ9;A2AVR6";Acyl-coenzyme A thioesterase 11
Ralb;-0,243702888;-0,087006569;-0,54684782;-0,344979286;-0,302073479;-0,465022564;-0,422999859;-0,646030903;-0,853285313;-0,130672455;-0,508990765;-0,444925785;-0,287842751;-0,13777256;-0,209723949;-0,390266418;-0,320757866;-0,732787132;-0,078172684;0,211201913;0,954075456;-0,348252932;0,884452483;0,391374631;0,149749915;0,528769888;0,805842663;-0,119740804;0,278494049;0,967586823;;7;3;3;45,6;19,9;19,9;23,349;0;7,7653;228580000;3;25398000;"Q9JIW9;F6QC68";Q9JIW9;Ras-related protein Ral-B
Rtkn;NaN;-4,963566303;-3,302390575;-4,62399292;-5,291745186;-3,854642391;-3,471168995;NaN;-3,473772526;-4,516762733;NaN;-3,421003819;-4,132512093;NaN;-5,734346867;-3,441802979;-4,616464615;-2,814673424;-0,457148393;0,210681697;0,925404018;0,660507679;0,292545859;0,647379932;-0,964546204;0,371640376;0,758996991;0,344569604;0,158719265;0,964906404;;2;2;2;6;6;6;63,012;0,0010753;1,9321;3110200;3;103670;"Q8C6B2;D3Z7S7;D3YXC9;D3Z4N1";"Q8C6B2;D3Z7S7;D3YXC9;D3Z4N1";Rhotekin
Cspg5;2,025042534;1,990606308;1,904277325;1,909905434;2,013248444;2,106114864;2,072873592;2,181396008;2,174197674;2,131106377;1,902595043;1,935138226;1,908069611;1,912093163;1,981331348;1,827870369;2,07362175;1,905637741;0,036447525;0,210547393;0,96625009;0,169513702;1,555519006;0,423384242;-0,055781841;0,30142681;0,898916768;-0,053903262;0,2046038;0,980373528;;6;6;6;15,4;15,4;15,4;60,405;0;36,534;3093700000;15;193360000;Q71M36;Q71M36;Chondroitin sulfate proteoglycan 5
Fmnl1;-1,774380684;-1,601953506;-2,417327404;-2,062308311;-1,981632233;-1,109249592;-2,069638729;-2,640484333;-1,653990269;-2,590372086;-2,104456425;-2,109457493;-2,19171524;-1,620382309;-1,716405392;-1,699044228;-2,08039856;-2,211683273;0,213490486;0,21038052;0,926678788;-0,190150579;0,192558526;0,801761498;0,425261021;0,82413647;0,679058201;0,271053314;0,536864796;0,972520231;;5;1;1;7,6;1,1;1,1;122,06;0;3,2129;64557000;2;1132600;"Q9JL26;A0A1W2P6X3";"Q9JL26;A0A1W2P6X3";Formin-like protein 1
Sec23b;-3,780176163;-4,436732292;-4,06633234;-3,936990738;-3,354243279;-4,407547474;-3,818220615;-4,175805569;-4,531084538;-4,147398949;-3,627630711;-3,783662319;-3,301472664;-3,77152729;-3,313158512;-3,735982895;-3,250733376;-3,086907387;0,194819768;0,210255544;0,928608479;-0,080623309;0,103593099;0,889148064;0,390844504;0,82997454;0,676871287;0,495022774;0,931659957;0,991506173;;3;2;2;5,1;3,3;3,3;86,436;0,00082988;2,1778;2482400;2;65327;"Q9D662;A2ANA0;A2AN97;A2AN98;A2AN99";"Q9D662;A2ANA0";Protein transport protein Sec23B
Galnt16;-4,450338364;-3,839550018;-3,26628828;-3,671298981;-3,586458206;-3,737695217;-4,19726038;-3,193743229;-3,184541225;-3,357928276;-3,060798168;-3,354543209;-3,055904388;-3,398753166;-3,814742565;-3,759187698;-2,984451294;-3,11985302;0,186908086;0,210132867;0,930122894;0,326877276;0,27347626;0,70443052;-0,165376822;0,276168547;0,849668817;-0,03007412;0,039549922;0,989562123;;2;2;2;5,7;5,7;5,7;62,874;0,0050556;1,3385;2239100;2;79967;"Q9JJ61;A0A1W2P6P9";"Q9JJ61;A0A1W2P6P9";Polypeptide N-acetylgalactosaminyltransferase 16
Ndufs5;2,211136818;2,131056786;1,878490925;1,992746353;1,900980949;2,130963802;2,116408825;2,227555752;2,212078571;2,188118935;2,0949893;2,072292805;1,91856575;2,09781456;2,054575443;2,06428051;2,016523361;2,104736328;-0,065331141;0,210112829;0,964037628;0,111786207;0,454106544;0,718024522;-0,094815095;0,6654444;0,835349968;-0,05662028;0,577766797;0,963170657;;8;8;8;65,1;65,1;65,1;12,648;0;19,849;9574300000;21;1595700000;"Q99LY9;B1ARW4";"Q99LY9;B1ARW4";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 5;NADH dehydrogenase [ubiquinone] iron-sulfur protein 5, N-terminally processed"
Hrsp12;2,633347511;2,469605446;2,309912205;2,579370499;2,424348831;2,582630634;2,601297855;2,576723576;2,573997974;2,684980392;2,484583378;2,581995487;2,52958107;2,565862656;2,548220158;2,574637413;2,614048004;2,578140259;0,057828267;0,209347941;0,959938169;0,113051414;0,531040646;0,694674286;-0,035965125;0,241231986;0,93249662;0,005088806;0,028890182;0,992198375;;8;8;8;77,8;77,8;77,8;14,255;0;45,808;4632300000;19;579040000;P52760;P52760;Ribonuclease UK114
Slc2a13;-2,838552475;-2,28537178;-2,629767895;-2,587155342;-2,685236931;-2,081210613;-2,848470211;-3,209378719;-2,404116154;-2,725972176;-3,019174099;-2,634444714;-2,981938362;-2,718650818;-2,720177174;-2,796000481;-2,432030678;-3,030805588;0,133363088;0,209028098;0,946944287;-0,236090978;0,345373015;0,676521739;-0,013725122;0,031842602;0,985566369;0,040251414;0,067088429;0,992371429;;2;2;2;4,7;4,7;4,7;69,062;0;9,7241;181420000;2;9071100;Q3UHK1;Q3UHK1;Proton myo-inositol cotransporter
Slc25a10;-1,470543861;-1,184819221;-1,825106144;-1,823287964;-1,672052383;-1,35798502;-1,137696743;-1,298965931;-1,321060658;-1,304606438;-1,314992428;-1,352138042;-1,565386772;-1,152132988;-1,308896542;-1,204902649;-1,108757019;-1,471300125;-0,12428538;0,208883573;0,950937442;0,240915298;0,549542109;0,553232759;-0,018226465;0,051664771;0,971302449;0,062259038;0,222068628;0,9733629;;3;3;3;14,6;14,6;14,6;31,715;0;35,713;185820000;3;12388000;Q9QZD8;Q9QZD8;Mitochondrial dicarboxylate carrier
Fkbp1b;-1,64455986;-2,25825119;-2,049152851;-2,187321663;-1,99768734;-2,071698666;-1,660777569;-1,966112614;-1,783612728;-2,479598999;-1,81997633;-1,670370579;-2,251893997;-2,505547523;-2,111506939;-2,020507813;-1,935727119;-2,107504845;-0,101581256;0,208760164;0,956700585;0,180486997;0,37724566;0,686623404;-0,299667517;0,474196451;0,765014808;-0,031264623;0,04201545;0,990294743;;3;3;3;40,7;40,7;40,7;11,797;0;7,7516;187200000;3;62400000;"Q9Z2I2;Q80YE1";"Q9Z2I2;Q80YE1";"Peptidyl-prolyl cis-trans isomerase FKBP1B;Peptidyl-prolyl cis-trans isomerase"
Hint1;2,704612732;2,718039513;2,464825153;2,567632675;2,482465744;2,676371098;2,731285572;2,653163433;2,686534405;2,624929428;2,705264568;2,461793423;2,586517334;2,525684357;2,582103252;2,718919754;2,687499046;2,807415009;-0,053669294;0,208663224;0,959708836;0,061168671;0,289860484;0,83933757;-0,032560825;0,165155435;0,943581427;0,140615463;0,812197397;0,972054931;;7;7;7;77,8;77,8;77,8;13,777;0;95,126;7501600000;15;937700000;"P70349;B0R1E3";P70349;Histidine triad nucleotide-binding protein 1
Top2b;-2,065688133;-2,311404228;-1,457336903;-2,339083672;-1,584745407;-2,531927586;-2,612938404;-3,261286259;-2,937757015;-1,935061455;-2,573746204;-2,789699078;-1,805171967;-2,147763252;-1,864823818;-2,202226639;-2,775713921;-3,571523666;-0,207109133;0,20841751;0,927807615;-0,992517471;1,460747766;0,314980392;0,493582567;0,824209259;0,695093168;-0,41698583;0,369031601;0,967159737;;8;8;8;7,8;7,8;7,8;181,91;0;9,5659;349500000;8;4017300;"Q64511;F6U5K2;F6XX57";Q64511;DNA topoisomerase 2-beta
Esyt2;-1,543209076;-1,911834717;-1,887192249;-1,910046577;-1,600986481;-2,15185976;-1,932263851;-1,615261555;-2,11395216;-1,853139877;-1,612769604;-1,742538929;-1,219274521;-1,744243622;-1,732212543;-1,338027;-1,955463409;-1,981066704;-0,106885592;0,207927878;0,956001815;-0,106413841;0,220516804;0,818115521;0,170905908;0,385965206;0,827692512;-0,022036235;0,033622914;0,991604136;;4;4;4;6,5;6,5;6,5;94,138;0;5,681;149140000;4;3637600;"Q3TZZ7;A0A1Y7VM39";Q3TZZ7;Extended synaptotagmin-2
Dgkh;-0,698435783;-1,007297516;-0,636929035;-0,672814369;-1,028264046;-0,223601818;-0,348204136;-0,29404211;-0,519434452;-0,793079376;-0,313521862;-0,319205761;-1,345561028;-0,804937363;-0,489013195;-0,474302292;-0,764782906;-0,561231613;0,139327367;0,207760572;0,945488857;0,393660545;1,379310507;0,35584;-0,404568195;0,612829098;0,724083333;-0,124836604;0,277595161;0,969350679;;4;4;4;6,6;6,6;6,6;134,13;0;9,8464;124360000;4;2220700;"D3YXJ0;A0A2I3BQ43;A0JP53;A0A2I3BQ48;A0A2I3BQA6";"D3YXJ0;A0A2I3BQ43;A0JP53;A0A2I3BQ48;A0A2I3BQA6";Diacylglycerol kinase
Adk;0,241696358;0,384062767;0,160176754;0,385601997;0,160554886;0,404069424;0,337818623;0,501351833;0,146929264;0,216805458;0,190133572;0,248466969;0,270959854;0,204066277;0,25516367;0,215143204;0,449191093;0,424344063;0,054763476;0,207707235;0,962219264;0,06672128;0,213110372;0,850887608;0,024927934;0,401306567;0,940638196;0,144424121;0,884004896;0,967956284;;5;5;5;16,6;16,6;16,6;40,148;0;11,942;608630000;6;32033000;"P55264;A0A286YCD7;A0A286YCN3";"P55264;A0A286YCD7;A0A286YCN3";Adenosine kinase
Pak2;2,001383781;1,759618759;1,692768574;1,701473236;1,776314735;1,815744877;1,894664288;1,918372631;1,968717098;1,840873718;1,841356754;1,7897048;1,840449333;1,845677376;1,866605282;1,890621185;1,837917328;1,801467896;-0,053412755;0,207588867;0,959468944;0,109327634;0,495614898;0,709366;0,02693224;0,643081221;0,93282847;0,019357045;0,246677017;0,997221067;;15;11;9;41,8;30,3;26,5;57,93;0;57,028;2008400000;13;77247000;Q8CIN4;Q8CIN4;"Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34"
Lamb2;-2,974861145;-1,64832592;-1,356720448;-2,597126961;-1,444972038;-3,047962666;-3,038150311;-3,010139942;-3,268090725;-2,742809296;-3,112192631;-2,975080967;-2,631453514;-1,367386818;-1,807256222;-2,838214874;-2,781508446;-2,094773293;-0,370051384;0,207568604;0,926211892;-1,112157822;1,035082516;0,349932584;1,007995447;1,227163395;0,603448276;0,371862094;0,640185445;0,983935035;;2;2;2;1,4;1,4;1,4;196,58;0;4,1416;23817000;2;250710;Q61292;Q61292;Laminin subunit beta-2
Eif5;0,208622932;0,348810196;0,06304884;0,202595711;0,2200737;0,034493923;0,251589298;0,060100079;0,218275547;0,174977303;0,194860935;-0,095335484;-0,255437851;0,103553772;0,092520237;0,334225655;0,063502312;0,097275734;-0,054439545;0,207456821;0,960240343;-0,030172348;0,107358029;0,923632678;-0,111288865;0,300426671;0,864230346;0,073500315;0,227298298;0,972089686;;5;5;5;14,7;14,7;14,7;48,968;0;13,623;477090000;8;21686000;"P59325;Q8BVV6;A0A1Y7VKT5;A0A1Y7VNP4;A0A1Y7VJG2";"P59325;Q8BVV6";Eukaryotic translation initiation factor 5
Sdf2;-1,372573853;-0,83912468;-1,123255253;-1,617154121;-0,73191452;-1,495398045;-1,223762035;-0,897015095;-1,125199795;-1,163396835;-0,504201412;-1,021832943;-1,084189415;-1,04302597;-0,882608891;-0,616408348;-0,996148109;-0,976734161;-0,169837634;0,20723895;0,9330131;0,029658953;0,05629403;0,954099644;-0,106797695;0,195748716;0,896848847;0,033380191;0,04863078;0,990395054;;3;3;3;21;21;21;23,991;0;8,4678;157560000;4;17506000;"A0A0R4IZW9;Q9DCT5";"A0A0R4IZW9;Q9DCT5";Stromal cell-derived factor 2
Rbx1;-4,17124176;-2,660634041;-2,27448225;-2,60138607;-2,990372658;-2,558711529;-2,615002155;-4,190326214;-2,943221569;-2,532595634;-3,879508495;-2,222041607;-3,269473076;-2,484872818;-2,321370602;-3,181750298;-3,504990578;-2,753865242;0,318629265;0,207207925;0,92180686;-0,214063962;0,102385154;0,87587044;0,18614308;0,115224518;0,918280728;-0,268820127;0,185445481;0,96148;;1;1;1;16,7;16,7;16,7;12,274;0;9,0028;53067000;1;17689000;"P62878;A0A2R8W6R3";"P62878;A0A2R8W6R3";"E3 ubiquitin-protein ligase RBX1;E3 ubiquitin-protein ligase RBX1, N-terminally processed"
Gm2a;-0,465219498;-0,989947319;-0,6162467;-0,777176857;-0,721784592;-0,174720287;-0,326771259;-0,530642986;-0,256438732;-0,496967316;-0,574744701;-0,672781467;-1,073576927;-0,449808121;-0,457084179;-0,544442177;-0,396762848;-0,286278725;0,13257726;0,207144853;0,948137347;0,319186846;0,84020689;0,414007643;-0,078658581;0,136382705;0,923846551;0,172336578;0,888010844;0,973578045;;2;2;2;16,6;16,6;16,6;20,824;0;8,8545;147410000;3;18427000;Q60648;Q60648;Ganglioside GM2 activator
Vdac1;0,965970993;1,085318565;0,863010883;1,060125351;0,849802017;1,195845127;1,05017519;1,367301464;1,171303272;0,956245422;1,00884676;1,118272305;0,85255146;1,046587944;1,158849239;1,010321617;1,182554245;1,024022102;0,063824018;0,206676264;0,962120501;0,224826495;0,934103643;0,442748414;-0,008458614;0,028017129;0,989779416;0,044511159;0,240273956;0,981463259;;15;1;1;72,8;4,3;4,3;28,157;0,00028145;2,4071;6832300000;8;525560000;F2Z471;F2Z471;
Rnf214;-2,35285759;-1,603658676;-2,490808964;-2,144648552;-2,158418655;-2,66383028;-2,662068844;-2,807310581;-1,968307018;-2,124298096;-2,76969862;-1,737583637;-2,520927429;-2,059136391;-2,386692524;-2,22822094;-2,272672653;-2,407225609;-0,173190753;0,206514722;0,932759961;-0,330120405;0,364594584;0,626088729;-0,11172533;0,123464856;0,922281448;-0,092179616;0,108955449;0,98906626;;4;4;4;10,5;10,5;10,5;73,624;0;6,5838;178240000;5;5749700;Q8BFU3;Q8BFU3;RING finger protein 214
Ugp2;2,333968163;2,284976959;2,186885357;2,189023018;2,042159081;2,396172047;2,357895374;2,100257397;2,323388577;2,293446541;2,337792873;2,291401386;2,199159622;2,324829102;2,370966434;2,271637917;2,249662399;2,253762245;-0,059492111;0,206437473;0,960416866;-0,008096377;0,029740449;0,980953287;-0,009228547;0,059745208;0,98251762;-0,049192746;1,38515992;0,963108006;;10;10;10;28,7;28,7;28,7;56,979;0;39,939;2553700000;17;94583000;Q91ZJ5;Q91ZJ5;UTP--glucose-1-phosphate uridylyltransferase
Mrps35;-1,161044121;-0,897760391;-1,429059505;-1,072184563;-1,39145565;-0,569029331;-0,829994678;-1,167405605;-0,68522501;-1,307851791;-1,464594364;-1,494456768;-1,296761513;-1,205788612;-1,159933567;-1,388922691;-1,160966873;-1,217600822;0,151731491;0,206327959;0,940955024;0,268412908;0,569381985;0,527597834;0,201473077;1,337510303;0,678181818;0,166470846;0,863186431;0,972012759;;2;2;2;8,8;8,8;8,8;35,975;0;3,642;118680000;2;6246500;"Q8BJZ4;A0A0R4J0L6;A0A0N4SV23";"Q8BJZ4;A0A0R4J0L6;A0A0N4SV23";28S ribosomal protein S35, mitochondrial
Rdh14;-0,569223404;-0,624453545;-0,470951557;-0,646623611;-0,289180756;-0,54417944;-0,699643612;-0,751360416;-0,608957767;-0,708761215;-0,631064892;-0,79978323;-0,839655876;-0,642022133;-0,784066677;-0,773850441;-0,376791;-0,472458839;0,061548233;0,206249784;0,960384461;-0,131777763;1,010198546;0,554090193;-0,042045116;0,213631924;0,928861383;0,172169685;0,59603932;0,963452244;;5;5;5;23,7;23,7;23,7;36,365;0;25,353;265290000;5;13264000;Q9ERI6;Q9ERI6;Retinol dehydrogenase 14
Rpl8;0,914841652;0,670552254;1,137444019;0,85690403;1,011843681;1,097508907;0,853963375;0,973714352;0,889270306;0,929926872;0,71108675;1,112192631;0,800198555;1,047410011;1,006123066;0,910545349;0,9734869;1,019583702;0,081139565;0,206215672;0,955947256;-0,001963298;0,004610625;0,99718813;0,03350846;0,085543042;0,952871924;0,050136566;0,15616779;0,98961251;;4;4;4;30;30;30;28,024;0;36,789;1785800000;10;178580000;P62918;P62918;60S ribosomal protein L8
Rpl17;2,033989906;2,126760483;2,434259892;2,161286354;2,208552361;2,009370327;2,143848896;2,399032116;2,273584843;2,204815865;2,082568645;2,38927412;2,152248383;2,28361702;2,082848072;2,224472046;2,157094002;2,102741241;-0,071933746;0,205839442;0,960909921;0,073818525;0,200832777;0,850163887;-0,052648385;0,188452692;0,923192593;-0,064117114;0,267492065;0,971295495;;6;6;6;37,5;37,5;37,5;21,423;0;38,784;2524800000;13;280530000;"Q9CPR4;Q6ZWZ7;B2RY53";"Q9CPR4;Q6ZWZ7";60S ribosomal protein L17
Mios;-1,912602425;-2,738211632;-1,902163982;-1,892978668;-3,075529099;-2,292892933;-1,992063999;-1,640575886;-1,987999439;-1,862999916;-2,080743313;-1,894249439;-3,408229828;-1,996218681;-2,57622385;-1,996767044;-2,212377548;-2,104099274;-0,236140887;0,205410119;0,926989879;0,310779572;0,444411842;0,576168364;-0,714226564;0,794132256;0,688179775;-0,158417066;0,793795214;0,968977901;;3;3;3;4,7;4,7;4,7;98,334;0;3,5613;81216000;3;1504000;Q8VE19;Q8VE19;WD repeat-containing protein mio
Nedd8;-0,221586227;-0,346923828;-0,473071575;-0,170403481;-0,481380463;-0,637338161;-0,39767313;-0,119616985;-0,209139347;-0,443647385;-0,47124815;-0,275419712;-0,654852867;-0,184950829;-0,452683926;-0,129349709;-0,273182869;-0,364178658;-0,082513491;0,205333466;0,956165529;0,105050723;0,407135156;0,73803057;-0,034057458;0,08058207;0,955102733;0,141201337;0,701932836;0,968933036;;3;3;3;45,7;45,7;45,7;8,9723;0;20,119;1676500000;5;419120000;P29595;P29595;NEDD8
Dnaja4;NaN;-4,450031281;-4,189875126;-4,301280022;-4,416461945;-4,421103954;-4,438425541;-2,400630474;-3,304568768;-4,709371567;NaN;-3,583798885;NaN;-3,446444511;-3,843987942;-3,759964943;NaN;NaN;-0,059662104;0,20528577;0,959669173;0,938744942;0,510824132;0,44986694;0,501368999;0,31041153;0,802678492;0,386620283;0;0,999726293;;2;2;2;9,1;9,1;9,1;44,901;0;9,0166;172250000;3;7177200;Q9JMC3;Q9JMC3;DnaJ homolog subfamily A member 4
Slc6a1;2,876964569;2,739156723;2,840195179;2,708890915;2,878601074;3,030987263;2,891893864;2,79883337;2,909821987;2,951123238;2,844955921;2,785320759;2,674405098;2,665635109;2,807311535;2,794810295;2,808415413;2,635545731;0,05405426;0,205269618;0,959721834;0,048077583;0,375707375;0,847456609;-0,144682725;1,017839367;0,752852908;-0,114209493;0,707474285;0,965356554;;3;3;3;10,4;10,4;10,4;67,001;0;37,817;7309200000;12;406070000;"P31648;A0A0N4SVF5";"P31648;A0A0N4SVF5";Sodium- and chloride-dependent GABA transporter 1
Apoa1bp;2,278120995;2,14675045;2,124796391;2,252782822;2,133426666;2,264908314;2,341743946;2,393846989;2,466471195;2,353870392;2,306090832;2,156292439;2,183799744;2,190063477;2,298995495;2,2691679;2,187070847;2,339037895;0,033816655;0,205259621;0,965458525;0,217464765;1,652341204;0,362783939;-0,047798316;0,272604634;0,913016141;-0,00699234;0,031876772;0,986945526;;8;8;8;36,5;36,5;36,5;30,972;0;41,847;2978800000;15;212770000;Q8K4Z3;Q8K4Z3;NAD(P)H-hydrate epimerase
Dhrs1;1,966893196;2,109145164;1,646280766;1,925444603;1,803304672;1,761898518;1,824058056;1,76094389;1,948993206;1,849850655;1,884820461;2,026584148;1,665483475;1,879705429;1,908939838;1,717453003;1,655510902;1,926662445;-0,077223778;0,205155489;0,95301465;-0,062774658;0,159562035;0,874428962;-0,102375507;0,472770664;0,834631397;-0,153876305;0,716030954;0,970653514;;14;14;14;62,3;62,3;62,3;34,005;0;51,728;2152100000;20;113270000;Q99L04;Q99L04;Dehydrogenase/reductase SDR family member 1
Scrg1;-2,249455452;-2,336058617;-1,84770155;-1,671167374;-1,874673843;-2,446781635;-1,669951916;-1,881570339;-1,829527378;-1,927462578;-1,671032429;-2,002961636;-1,763698578;-2,343667984;-1,859545231;-1,788682938;-1,924027443;-1,751464844;0,146864255;0,205075581;0,943823194;0,350721995;1,00736077;0,366551351;-0,121818384;0,232438899;0,876571164;0,045760473;0,15058896;0,988663937;;3;3;3;30,6;30,6;30,6;11,173;0;7,1206;120910000;4;20152000;O88745;O88745;Scrapie-responsive protein 1
wrz.11;2,23255825;2,146799088;1,994410992;2,174992561;2,001925468;2,059580326;2,201269627;2,206286907;2,236172199;2,206324577;2,074680805;2,142130375;2,08818531;2,141871452;2,295138836;2,072662354;2,168622017;2,118266106;-0,045756658;0,204938753;0,961067867;0,089986801;0,567354779;0,724097795;0,034019947;0,177642848;0,94077296;-0,021195094;0,170299048;0,995467554;;19;10;9;49,2;30,6;27,6;49,694;0;62,062;6175300000;18;280690000;"Q8C1B7;A0A0J9YTY0;A0A0J9YUL3;A0A0J9YUV6;A0A0J9YVA6";"Q8C1B7;A0A0J9YTY0;A0A0J9YUL3";Septin-11
